1	16148
2	10369
3	12104
4	13299
5	19383
6	14835
7	10177
8	16911
9	12366
10	15572
11	14405
12	18461
13	16848
14	11601
15	14286
16	12792
17	12806
18	19412
19	17953
20	14062
21	13628
22	10468
23	19143
24	17403
25	12110
26	11665
27	16245
28	13664
29	17575
30	14222
31	15943
32	10571
33	15600
34	18061
35	11455
36	18701
37	17025
38	15699
39	13819
40	18008
41	18913
42	19182
43	17919
44	10096
45	17203
46	10546
47	11077
48	16116
49	14297
50	18455
51	11440
52	17403
53	15307
54	17205
55	10829
56	18490
57	18730
58	18034
59	14079
60	11450
61	18385
62	14901
63	15954
64	12031
65	15567
66	12386
67	12044
68	13565
69	13466
70	18118
71	18854
72	10172
73	12890
74	18872
75	17414
76	18358
77	16935
78	14868
79	18328
80	12394
81	13934
82	18614
83	14785
84	19222
85	18723
86	14752
87	18939
88	17113
89	16372
90	14274
91	16017
118	999999
119	999999
92	16148
93	12366
94	19412
95	14062
96	11665
97	10096
98	18490
99	15567
100	12044
101	16935
102	18328
103	19222
104	17780
105	17350
106	13223
107	13529
108	12851
109	18382
110	11317
111	12072
112	16193
113	18457
114	10706
115	17598
116	13502
117	17228
120	120000
121	121000
122	122000
123	123000
124	124000
125	125000
126	126000
127	127000
128	128000
129	129000
130	130000
131	131000
132	999999999
133	999999999
134	999999999
135	999999999
136	999999999
137	999999999
138	999999999
139	139000
708944	24
18550	51
113345	34
74919	37
402507	53
170595	81
839355	50
180386	0
210396	77
358725	26
22873	35
414714	46
971859	16
476559	88
956199	18
814173	37
535757	3
314822	97
150800	7
883719	69
91670	75
889377	93
257445	40
795006	92
140539	85
125456	29
626990	18
460428	41
227260	65
827454	17
717522	60
615480	0
541165	45
536517	79
666695	61
276697	16
563302	20
399500	83
165946	90
67895	53
630175	38
980406	25
977248	85
284031	14
31507	4
370379	100
147982	23
742404	29
111088	65
829310	5
993346	100
18312	35
80733	74
525962	89
712882	19
129006	73
275401	67
202322	45
290402	68
606304	12
826862	98
370205	36
269297	68
797497	94
669001	1
65099	74
824531	1
794445	58
338046	96
952876	55
315313	40
903393	8
940453	65
625928	55
902208	65
714392	6
640059	80
412778	17
769445	97
100401	74
990955	28
616861	50
297790	74
967430	64
517457	78
255363	58
621718	17
781740	85
571341	86
120522	88
817582	34
436789	6
390443	73
738346	78
539151	90
340709	27
424869	85
354281	51
661860	94
350016	68
191982	40
520259	10
11210	26
373520	42
895923	37
