1	22
1	14
2	32
2	21
3	33
3	25
4	18
4	1
5	21
5	24
6	30
6	47
7	39
7	4
8	31
8	50
9	2
9	31
10	21
10	44
11	39
11	43
12	5
12	4
13	40
13	12
13	41
14	21
14	29
14	34
15	30
15	15
15	1
16	40
16	43
16	50
17	16
17	48
17	50
18	49
18	35
18	15
19	11
19	23
19	4
20	19
20	31
20	14
21	42
22	4
23	37
24	31
25	4
26	20
27	11
28	17
28	32
29	23
29	49
30	29
30	32
31	18
31	40
32	2
32	43
33	19
33	15
34	20
34	21
35	26
35	13
36	46
36	1
37	18
37	9
38	45
38	3
39	4
39	7
40	32
40	43
41	4
41	12
42	29
42	4
43	47
43	34
43	25
44	2
44	47
44	29
45	28
45	24
45	14
46	39
46	21
46	17
47	21
47	13
47	6
48	45
48	40
48	35
49	41
49	15
49	6
50	2
50	46
50	26
51	17
52	6
53	40
54	6
55	2
56	13
57	47
58	40
58	43
59	3
59	45
60	23
60	42
61	44
61	47
62	18
62	3
63	24
63	19
64	25
64	15
65	26
65	22
66	20
66	16
67	48
67	32
68	34
68	25
69	15
69	45
70	15
70	10
71	18
71	31
72	48
72	46
73	47
73	2
73	29
74	37
74	35
74	20
75	9
75	6
75	8
76	47
76	39
76	8
77	49
77	1
77	37
78	6
78	49
78	42
79	1
79	2
79	46
80	31
80	21
80	16
81	7
82	32
83	25
84	37
85	28
86	27
87	46
88	20
88	31
89	9
89	43
90	47
90	7
91	32
91	16
92	35
92	16
93	38
93	49
94	42
94	4
95	36
95	21
96	3
96	24
97	11
97	35
98	38
98	35
99	45
99	13
100	38
100	16
101	36
101	38
102	18
102	19
103	4
103	39
103	13
104	38
104	2
104	46
105	16
105	21
105	7
106	13
106	33
106	4
107	6
107	34
107	49
108	11
108	45
108	1
109	7
109	21
109	37
110	7
110	23
110	35
111	6
112	2
113	11
114	47
115	8
116	34
117	14
118	48
118	29
119	44
119	20
120	27
120	42
121	37
121	24
122	6
122	8
123	34
123	11
124	41
124	25
125	46
125	4
126	8
126	24
127	41
127	31
128	41
128	11
129	36
129	38
130	42
130	38
131	40
131	1
131	2
132	43
132	13
132	10
133	44
133	26
133	19
134	40
134	16
134	49
135	10
135	35
135	46
136	32
136	6
136	41
137	13
138	2
139	13
140	5
141	45
142	2
143	40
143	1
144	14
144	21
145	18
145	33
146	6
146	28
147	3
147	17
148	45
148	1
149	40
149	2
150	48
150	7
151	45
151	33
152	38
152	31
153	30
153	35
154	20
154	5
155	45
155	5
155	25
156	43
156	27
156	17
157	1
157	5
157	6
158	5
158	4
158	39
159	1
159	21
159	10
160	48
160	11
160	7
161	47
161	34
161	14
162	19
163	19
164	19
165	27
166	1
167	41
168	50
168	24
169	35
169	48
170	25
170	46
171	7
171	44
172	28
172	38
173	22
173	7
174	33
174	32
175	20
175	36
176	38
176	16
177	21
177	11
178	5
178	13
179	47
179	5
180	32
180	29
181	34
181	6
181	31
182	22
182	17
182	26
183	10
183	41
183	14
184	30
184	19
184	31
185	23
185	10
185	1
186	44
186	45
186	25
187	33
188	33
189	21
190	3
191	31
192	10
193	13
193	12
194	4
194	27
195	50
195	45
196	10
196	31
197	37
197	36
198	18
198	24
199	16
199	19
200	39
200	2
201	48
201	23
202	4
202	2
203	23
203	41
204	35
204	28
205	42
205	29
205	33
206	35
206	30
206	36
207	47
207	24
207	9
208	8
208	34
208	45
209	14
209	32
209	48
210	9
210	17
210	35
211	15
211	32
211	10
212	2
213	34
214	40
215	22
216	6
217	13
218	19
218	18
219	24
219	17
220	45
220	22
221	26
221	28
222	18
222	31
223	37
223	10
224	26
224	44
225	27
225	45
226	18
226	49
227	14
227	7
228	3
228	42
229	8
229	19
230	42
230	34
231	46
231	25
231	17
232	44
232	1
232	5
233	15
233	36
233	31
234	12
234	7
234	13
235	39
235	3
235	47
236	38
236	2
236	17
237	42
238	9
239	37
240	7
241	6
242	17
243	1
244	18
244	35
245	17
245	7
246	31
246	19
247	45
247	2
248	6
248	10
249	39
249	23
250	34
250	46
251	31
251	9
252	14
252	12
253	8
253	14
254	8
254	6
255	16
255	20
256	32
256	8
257	18
257	33
257	5
258	22
258	34
258	9
259	5
259	49
259	20
260	16
260	40
260	5
261	38
261	12
261	4
262	17
262	6
262	13
263	39
263	46
263	21
264	10
265	29
266	32
267	14
268	11
269	37
270	10
271	38
271	5
272	27
272	14
273	37
273	26
274	6
274	7
275	36
275	7
276	35
276	44
277	15
277	16
278	11
278	18
279	5
279	41
280	10
280	48
281	42
281	28
282	21
282	49
283	17
283	5
284	24
284	12
284	6
285	8
285	14
285	29
286	35
286	12
286	30
287	7
287	2
287	27
288	38
288	33
288	50
289	2
289	42
289	29
290	38
290	4
290	31
291	12
292	5
293	1
294	44
295	10
296	26
297	16
297	31
298	49
298	23
299	18
299	31
300	50
300	32
301	14
301	1
302	46
302	15
303	29
303	12
304	31
304	21
305	42
305	49
306	11
306	37
307	17
307	4
308	13
308	41
309	29
309	15
309	28
310	43
310	3
310	44
311	8
311	17
311	50
312	8
312	20
312	38
313	44
313	49
313	30
314	7
314	13
314	31
315	44
315	30
315	13
316	8
317	27
318	10
319	8
320	24
321	35
322	6
322	35
323	18
323	36
324	4
324	20
325	18
325	47
326	45
326	50
327	2
327	34
328	48
328	21
329	40
329	33
330	5
330	8
331	4
331	14
332	34
332	39
333	15
333	23
334	46
334	12
335	46
335	16
335	10
336	40
336	12
336	39
337	29
337	12
337	40
338	25
338	23
338	11
339	49
339	20
339	23
340	11
