1	Track BTD1	1		1	0	0
2	Track BTD1	2		1	0	0
3	Track BTD1	3		1	0	0
4	Track BTD1	4		1	0	0
5	Track BTD1	5		1	0	0
6	Track BTD1	6		1	0	0
7	Track BTD1	7		1	0	0
8	Track BTD1	8		1	0	0
9	Track BTD1	9		1	0	0
10	Track BTD1	10		1	0	0
11	Track BTD1	11		1	0	0
12	Track BTD1	12		1	0	0
13	Track BTD1	13		1	0	0
14	Track BTD1	14		1	0	0
15	Track BTD1	15		1	0	0
16	Track BTD1	16		1	0	0
17	Track BTD1	17		1	0	0
18	Track BTD1	18		1	0	0
19	Track BTD1	19		1	0	0
20	Track BTD1	20		1	1	0
21	Track BTD1	21		1	1	0
22	Track BTD1	22		1	1	0
23	Track BTD1	23		1	1	0
24	Track BTD1	24		1	1	0
25	Track BTD1	25		1	1	0
26	Track BTD1	26		1	1	0
27	Track BTD1	27		1	1	0
28	Track BTD1	28		1	1	0
29	Track BTD1	29		1	1	0
30	Track BTD1	0		1	1	1
31	Track BTD1	1		1	1	1
32	Track BTD1	2		1	1	1
33	Track BTD1	3		1	1	1
34	Track BTD1	4		1	1	1
35	Track BTD1	5		1	1	1
36	Track BTD1	6		1	1	1
37	Track BTD1	7		1	1	1
38	Track BTD1	8		1	1	1
39	Track BTD1	9		1	1	1
40	Track BTD1	10		1	2	1
41	Track BTD1	11		1	2	1
42	Track BTD1	12		1	2	1
43	Track BTD1	13		1	2	1
44	Track BTD1	14		1	2	1
45	Track BTD1	15		1	2	1
46	Track BTD1	16		1	2	1
47	Track BTD1	17		1	2	1
48	Track BTD1	18		1	2	1
49	Track BTD1	19		1	2	1
50	Track BTD2	20		2	2	1
51	Track BTD2	21		2	2	1
52	Track BTD2	22		2	2	1
53	Track BTD2	23		2	2	1
54	Track BTD2	24		2	2	1
55	Track BTD2	25		2	2	1
56	Track BTD2	26		2	2	1
57	Track BTD2	27		2	2	1
58	Track BTD2	28		2	2	1
59	Track BTD2	29		2	2	1
60	Track BTD2	0		2	3	2
61	Track BTD2	1		2	3	2
62	Track BTD2	2		2	3	2
63	Track BTD2	3		2	3	2
64	Track BTD2	4		2	3	2
65	Track BTD2	5		2	3	2
66	Track BTD2	6		2	3	2
67	Track BTD2	7		2	3	2
68	Track BTD2	8		2	3	2
69	Track BTD2	9		2	3	2
70	Track BTD2	10		2	3	2
71	Track BTD2	11		2	3	2
72	Track BTD2	12		2	3	2
73	Track BTD2	13		2	3	2
74	Track BTD2	14		2	3	2
75	Track BTD2	15		2	3	2
76	Track BTD2	16		2	3	2
77	Track BTD2	17		2	3	2
78	Track BTD2	18		2	3	2
79	Track BTD2	19		2	3	2
80	Track BTD2	20		2	4	2
81	Track BTD2	21		2	4	2
82	Track BTD2	22		2	4	2
83	Track BTD2	23		2	4	2
84	Track BTD2	24		2	4	2
85	Track BTD2	25		2	4	2
86	Track BTD2	26		2	4	2
87	Track BTD2	27		2	4	2
88	Track BTD2	28		2	4	2
89	Track BTD2	29		2	4	2
90	Track BTD2	0		2	4	3
91	Track BTD2	1		2	4	3
92	Track BTD2	2		2	4	3
93	Track BTD2	3		2	4	3
94	Track BTD2	4		2	4	3
95	Track BTD2	5		2	4	3
96	Track BTD2	6		2	4	3
97	Track BTD2	7		2	4	3
98	Track BTD2	8		2	4	3
99	Track BTD2	9		2	4	3
100	Track BTD3	10		3	5	3
101	Track BTD3	11		3	5	3
102	Track BTD3	12		3	5	3
103	Track BTD3	13		3	5	3
104	Track BTD3	14		3	5	3
105	Track BTD3	15		3	5	3
106	Track BTD3	16		3	5	3
107	Track BTD3	17		3	5	3
108	Track BTD3	18		3	5	3
109	Track BTD3	19		3	5	3
110	Track BTD3	20		3	5	3
111	Track BTD3	21		3	5	3
112	Track BTD3	22		3	5	3
113	Track BTD3	23		3	5	3
114	Track BTD3	24		3	5	3
115	Track BTD3	25		3	5	3
116	Track BTD3	26		3	5	3
117	Track BTD3	27		3	5	3
118	Track BTD3	28		3	5	3
119	Track BTD3	29		3	5	3
120	Track BTD3	0		3	6	4
121	Track BTD3	1		3	6	4
122	Track BTD3	2		3	6	4
123	Track BTD3	3		3	6	4
124	Track BTD3	4		3	6	4
125	Track BTD3	5		3	6	4
126	Track BTD3	6		3	6	4
127	Track BTD3	7		3	6	4
128	Track BTD3	8		3	6	4
129	Track BTD3	9		3	6	4
130	Track BTD3	10		3	6	4
131	Track BTD3	11		3	6	4
132	Track BTD3	12		3	6	4
133	Track BTD3	13		3	6	4
134	Track BTD3	14		3	6	4
135	Track BTD3	15		3	6	4
136	Track BTD3	16		3	6	4
137	Track BTD3	17		3	6	4
138	Track BTD3	18		3	6	4
139	Track BTD3	19		3	6	4
140	Track BTD3	20		3	7	4
141	Track BTD3	21		3	7	4
142	Track BTD3	22		3	7	4
143	Track BTD3	23		3	7	4
144	Track BTD3	24		3	7	4
145	Track BTD3	25		3	7	4
146	Track BTD3	26		3	7	4
147	Track BTD3	27		3	7	4
148	Track BTD3	28		3	7	4
149	Track BTD3	29		3	7	4
150	Track BTD4	0		4	7	5
151	Track BTD4	1		4	7	5
152	Track BTD4	2		4	7	5
153	Track BTD4	3		4	7	5
154	Track BTD4	4		4	7	5
155	Track BTD4	5		4	7	5
156	Track BTD4	6		4	7	5
157	Track BTD4	7		4	7	5
158	Track BTD4	8		4	7	5
159	Track BTD4	9		4	7	5
160	Track BTD4	10		4	8	5
161	Track BTD4	11		4	8	5
162	Track BTD4	12		4	8	5
163	Track BTD4	13		4	8	5
164	Track BTD4	14		4	8	5
165	Track BTD4	15		4	8	5
166	Track BTD4	16		4	8	5
167	Track BTD4	17		4	8	5
168	Track BTD4	18		4	8	5
169	Track BTD4	19		4	8	5
170	Track BTD4	20		4	8	5
171	Track BTD4	21		4	8	5
172	Track BTD4	22		4	8	5
173	Track BTD4	23		4	8	5
174	Track BTD4	24		4	8	5
175	Track BTD4	25		4	8	5
176	Track BTD4	26		4	8	5
177	Track BTD4	27		4	8	5
178	Track BTD4	28		4	8	5
179	Track BTD4	29		4	8	5
180	Track BTD4	0		4	9	6
181	Track BTD4	1		4	9	6
182	Track BTD4	2		4	9	6
183	Track BTD4	3		4	9	6
184	Track BTD4	4		4	9	6
185	Track BTD4	5		4	9	6
186	Track BTD4	6		4	9	6
187	Track BTD4	7		4	9	6
188	Track BTD4	8		4	9	6
189	Track BTD4	9		4	9	6
190	Track BTD4	10		4	9	6
191	Track BTD4	11		4	9	6
192	Track BTD4	12		4	9	6
193	Track BTD4	13		4	9	6
194	Track BTD4	14		4	9	6
195	Track BTD4	15		4	9	6
196	Track BTD4	16		4	9	6
197	Track BTD4	17		4	9	6
198	Track BTD4	18		4	9	6
199	Track BTD4	19		4	9	6
